symbol,price,change,low,high,ema20,ema50,ema100,ema200,score
SAREGAMA,514.15,3.9,491.35,518.55,481.96,451.81,421.82,414.79,28.31
GLAND,2459.1,0.41,2445.0,2492.0,2427.81,2285.67,2127.59,2014.15,28.13
KAJARIACER,1242.2,0.22,1236.1,1254.5,1209.05,1161.97,1121.45,1112.79,26.78
AUROPHARMA,1559.6,1.71,1533.4,1574.8,1545.02,1499.99,1429.34,1337.82,26.29
ASIANPAINT,2691.4,0.09,2666.7,2708.5,2682.69,2646.81,2596.27,2556.29,25.79
GMRAIRPORT,111.54,0.9,109.69,111.7,110.81,106.48,102.69,99.56,24.31
RAINBOW,1492.3,-0.07,1475.0,1499.0,1456.04,1402.45,1354.29,1345.82,23.13
ACMESOLAR,377.55,-2.0,375.25,393.9,373.15,346.97,317.75,294.72,21.27
NUVAMA,1854.0,-0.49,1831.7,1878.7,1835.62,1701.26,1578.0,1499.12,20.71
RRKABEL,2332.9,1.73,2246.3,2342.0,2302.84,2161.99,1951.63,1740.38,20.3
GRASIM,3143.8,1.1,3085.0,3155.9,3132.53,3078.88,2991.77,2908.09,19.12
PAYTM,1347.5,-0.04,1335.5,1357.4,1265.09,1191.32,1166.06,1157.75,17.53
DIVISLAB,7318.0,0.97,7237.5,7438.5,6953.97,6770.99,6619.69,6520.8,17.34
GRAVITA,1809.6,-0.47,1800.5,1825.0,1766.11,1705.91,1670.5,1664.44,16.71
IDFCFIRSTB,81.78,1.78,79.7,82.18,79.23,76.36,74.78,74.56,12.43
ELGIEQUIP,588.0,1.08,575.3,590.0,586.51,579.19,558.0,538.2,11.94
FLUOROCHEM,4316.2,4.13,4120.4,4329.2,3977.11,3820.95,3684.69,3597.61,11.25
NAM-INDIA,1183.2,-0.28,1164.2,1192.5,1178.52,1131.68,1065.59,994.1,9.9
BOSCHLTD,40960.0,0.26,40400.0,41120.0,40879.82,39376.93,38063.81,37495.29,9.26
HONASA,457.55,-2.01,450.55,475.0,455.2,422.53,384.64,347.28,8.54
BAJFINANCE,1064.0,0.73,1038.2,1067.7,1011.8,974.87,958.18,955.85,6.96
NIVABUPA,86.08,0.02,85.66,86.39,86.0,84.11,81.78,80.79,6.02
JSWENERGY,567.7,4.9,539.3,568.65,556.19,555.66,543.53,531.25,5.74
CHOLAFIN,1782.8,-1.22,1756.1,1789.9,1769.32,1696.31,1654.37,1632.88,5.19
ADANIGREEN,1530.0,1.06,1498.0,1539.8,1525.88,1452.1,1328.26,1204.84,5.07
THERMAX,4710.5,1.04,4611.0,4734.0,4702.37,4586.57,4259.04,3922.69,4.13
RBLBANK,368.45,0.1,358.6,373.75,368.03,357.56,342.69,323.78,3.77
ENDURANCE,2741.5,0.31,2714.8,2757.3,2687.8,2629.15,2585.15,2585.05,0.27
KPIL,1323.4,1.02,1292.5,1326.0,1336.72,1314.24,1272.56,1237.6,0.0
FIVESTAR,570.5,2.29,547.35,575.6,532.72,500.44,486.79,509.47,0.0
MSUMI,39.68,-1.64,39.5,40.5,39.94,39.71,40.3,41.52,0.0
NIACL,176.8,1.13,174.23,177.29,179.12,172.44,166.26,165.95,0.0
ONGC,249.58,0.93,248.1,252.4,246.37,254.86,260.56,259.25,0.0
SAIL,162.64,-0.25,162.14,165.33,168.9,174.61,171.82,162.47,0.0
MRF,132800.0,1.61,130500.0,132990.0,131412.79,130534.15,132678.43,137338.56,0.0
INOXWIND,79.22,1.41,77.4,79.94,83.7,87.76,93.52,106.53,0.0
SBICARD,644.95,-1.49,638.05,658.0,621.32,624.98,658.12,717.88,0.0
UBL,1350.9,0.84,1339.3,1361.0,1343.83,1364.16,1423.99,1537.33,0.0
CHOICEIN,815.05,0.77,804.0,819.9,782.37,741.42,728.02,735.78,0.0
SCI,280.65,-0.39,278.55,283.95,292.29,295.58,285.57,267.38,0.0
POONAWALLA,467.25,-2.11,457.6,489.0,457.15,437.18,432.19,437.8,0.0
MMTC,63.66,0.22,62.75,63.99,65.85,66.17,65.25,65.01,0.0
SHREECEM,26850.0,1.26,26400.0,27125.0,26197.25,25612.0,25559.05,26359.48,0.0
360ONE,1126.5,1.15,1102.2,1128.9,1105.87,1097.94,1093.78,1103.96,0.0
JKCEMENT,5453.0,1.15,5249.0,5552.5,5395.0,5368.28,5424.51,5617.54,0.0
TECHM,1576.4,0.22,1572.4,1608.0,1476.68,1459.76,1463.41,1479.56,0.0
SBFC,93.5,-0.63,92.84,94.25,92.41,92.31,93.49,97.23,0.0
TEJASNET,543.4,0.84,532.0,549.5,562.34,544.16,512.02,504.95,0.0
HINDALCO,947.8,0.39,944.15,957.75,971.53,996.85,986.75,933.19,0.0
MAPMYINDIA,1097.0,-6.48,1080.0,1181.4,1030.36,969.8,1021.95,1193.91,0.0
MPHASIS,2413.4,0.8,2398.0,2458.6,2320.34,2296.79,2336.22,2449.93,0.0
MOTHERSON,143.25,-0.64,142.11,144.04,144.01,140.61,134.13,125.51,0.0
RPOWER,24.32,-0.49,24.13,24.58,25.13,25.92,27.34,32.3,0.0
CHAMBLFERT,443.2,-2.44,442.0,453.9,460.81,461.76,459.8,468.76,0.0
TATASTEEL,186.41,0.28,185.76,187.19,189.75,195.72,196.94,191.49,0.0
HUDCO,201.92,-0.5,200.8,203.0,206.66,206.41,205.3,207.94,0.0
TEGA,1619.6,-0.16,1603.1,1630.2,1670.87,1692.26,1715.72,1770.96,0.0
BANKBARODA,254.85,3.26,246.05,256.15,256.15,263.7,269.5,270.69,0.0
PIIND,2657.4,1.28,2628.0,2682.9,2647.48,2745.93,2877.92,3112.46,0.0
POWERINDIA,32440.0,1.14,31745.0,32705.0,33216.18,33151.0,30948.48,27419.11,0.0
GLENMARK,2239.5,0.18,2225.3,2270.0,2244.02,2233.78,2204.01,2156.96,0.0
VBL,468.0,1.0,460.0,469.7,486.55,496.04,489.96,483.34,0.0
HAL,4491.0,-0.22,4461.0,4515.0,4428.04,4378.51,4342.66,4379.52,0.0
BBTC,1497.2,0.24,1490.0,1506.1,1517.48,1527.11,1564.53,1651.43,0.0
HCLTECH,1221.3,1.45,1200.1,1224.7,1160.91,1176.17,1247.87,1344.48,0.0
SHRIRAMFIN,1035.4,0.05,1018.0,1040.0,1026.51,1002.67,980.22,924.14,0.0
GRAPHITE,637.0,-1.19,627.35,640.0,629.83,650.74,655.7,639.36,0.0
LTF,305.85,-1.35,302.55,308.45,309.62,298.11,290.14,278.72,0.0
BAJAJHLDNG,10299.0,-0.95,10285.0,10446.0,10538.68,10478.03,10539.43,11034.15,0.0
JKTYRE,402.0,-0.3,397.5,403.0,404.01,402.3,412.46,417.0,0.0
HYUNDAI,1972.3,-1.05,1970.0,2004.9,1968.27,1944.58,1971.91,2050.27,0.0
IOB,35.0,3.4,33.92,35.5,34.13,34.11,34.41,35.39,0.0
ASHOKLEY,154.8,-0.28,152.83,155.5,157.17,158.53,162.07,160.38,0.0
PPLPHARMA,178.87,-0.31,175.1,182.0,172.63,169.3,167.6,172.32,0.0
ADANIPOWER,219.97,2.57,213.71,220.51,221.01,218.66,204.26,182.14,0.0
NTPC,347.25,1.58,341.1,349.3,351.33,361.48,365.3,360.76,0.0
PGEL,620.9,0.53,606.25,625.9,578.01,548.27,543.31,568.59,0.0
CENTRALBK,32.05,1.23,31.41,32.22,32.28,32.7,33.72,35.02,0.0
CUMMINSIND,5506.0,1.06,5397.0,5531.5,5564.2,5506.16,5269.21,4882.96,0.0
JSWCEMENT,140.59,0.47,139.21,141.48,136.42,132.2,129.08,129.35,0.0
CESC,165.61,0.31,164.29,167.09,166.47,169.55,169.32,168.93,0.0
LEMONTREE,111.63,-0.3,110.1,111.94,115.41,115.27,118.59,127.84,0.0
MINDACORP,676.25,-0.3,670.1,680.95,678.68,643.99,609.7,582.57,0.0
MFSL,1543.1,0.33,1528.7,1560.8,1596.86,1614.57,1628.66,1629.08,0.0
ANANTRAJ,600.8,1.47,582.5,603.0,560.83,540.37,532.03,539.35,0.0
BERGEPAINT,490.7,-0.61,489.1,498.7,504.24,503.4,498.15,504.87,0.0
JWL,251.55,-1.08,249.45,253.45,260.11,268.43,276.45,291.49,0.0
HONAUT,38215.0,-1.9,38090.0,39120.0,38280.2,36450.24,34849.5,34696.28,0.0
KOTAKBANK,382.05,-2.03,376.1,383.75,386.14,387.92,391.08,399.28,0.0
WAAREEENER,2826.2,-0.51,2733.0,2847.5,2892.64,2974.47,3016.04,3047.9,0.0
TATACHEM,693.6,-0.69,691.3,698.45,710.08,720.67,729.72,763.07,0.0
GODFRYPHLP,2133.5,1.12,2090.9,2148.9,2146.52,2187.56,2238.42,2406.36,0.0
JUBLINGREA,736.85,-0.3,730.15,746.95,698.76,678.18,670.7,681.72,0.0
MAHABANK,80.52,0.78,79.55,80.7,83.48,82.61,78.35,72.1,0.0
RAILTEL,294.7,-1.11,293.55,297.85,306.61,311.17,315.68,329.05,0.0
CAMS,770.65,2.6,742.0,772.0,775.77,772.51,760.58,760.51,0.0
PCBL,325.55,1.48,318.6,334.25,315.03,305.25,300.93,313.74,0.0
BHARTIARTL,1940.1,1.64,1901.2,1942.5,1901.57,1879.93,1886.66,1909.47,0.0
EIHOTEL,340.2,0.43,335.0,342.0,329.81,322.71,324.33,336.26,0.0
ERIS,1463.3,0.54,1432.1,1472.8,1442.63,1417.91,1416.47,1467.16,0.0
OIL,453.55,4.18,437.15,456.7,432.56,443.41,451.27,450.82,0.0
OLAELEC,39.18,-2.46,38.82,40.19,41.22,40.41,38.69,38.59,0.0
NLCINDIA,296.4,0.27,294.0,300.3,308.5,313.33,304.29,286.56,0.0
HINDCOPPER,482.05,-0.84,480.3,491.25,495.45,510.81,511.7,475.93,0.0
IRCON,129.64,0.24,128.17,130.47,132.21,135.8,140.56,149.63,0.0
JPPOWER,16.89,0.12,16.68,17.27,17.36,17.8,17.73,17.92,0.0
VEDL,261.85,3.48,252.8,262.95,275.63,329.98,411.29,468.68,0.0
JYOTICNC,803.05,2.76,770.65,814.0,769.72,743.9,758.3,814.18,0.0
POLYMED,1720.9,2.4,1663.2,1730.4,1656.51,1587.13,1561.17,1628.44,0.0
COFORGE,1507.4,-0.07,1491.0,1530.0,1489.2,1439.36,1425.89,1493.8,0.0
HINDZINC,522.65,0.83,518.35,530.25,535.36,557.84,567.95,554.97,0.0
LICI,433.0,-0.02,430.0,434.8,432.05,422.61,418.48,423.27,0.0
JIOFIN,238.92,-1.67,238.1,243.11,238.49,239.38,245.58,260.98,0.0
RVNL,226.87,0.63,223.5,227.5,232.44,245.42,263.95,289.45,0.0
KEC,487.75,-1.54,484.1,493.15,504.04,516.97,548.23,615.29,0.0
SAPPHIRE,181.15,-0.51,179.8,183.94,182.69,182.24,188.86,213.34,0.0
ACE,991.6,0.43,983.5,1001.3,982.88,952.95,933.96,950.88,0.0
NCC,139.86,0.19,138.75,141.7,145.77,149.28,152.98,164.18,0.0
IOC,142.41,0.51,139.77,143.15,140.81,141.86,145.37,149.23,0.0
RAMCOCEM,925.8,0.65,913.15,934.2,923.07,922.23,947.43,990.92,0.0
MRPL,170.92,-2.05,170.25,176.72,159.4,159.08,161.72,160.16,0.0
BRITANNIA,5470.0,1.06,5391.5,5485.5,5328.89,5348.73,5466.97,5600.15,0.0
JSL,730.75,-0.92,726.1,740.75,712.32,714.68,727.88,737.37,0.0
SBIN,1060.0,1.5,1038.3,1065.0,1032.68,1027.19,1027.47,1002.66,0.0
INDHOTEL,725.05,-0.39,718.0,727.15,724.59,701.08,687.52,694.38,0.0
EMAMILTD,405.15,-1.05,404.1,415.0,410.97,413.7,429.93,464.08,0.0
ABBOTINDIA,28275.0,0.78,27910.0,28345.0,26966.79,26642.99,26812.91,27827.23,0.0
KPITTECH,561.2,1.29,552.45,565.9,602.25,667.97,743.46,869.05,0.0
TMPV,336.45,0.25,332.45,337.6,343.97,353.17,362.44,405.63,0.0
GRSE,2561.7,-0.76,2553.0,2606.0,2657.14,2672.74,2640.62,2603.75,0.0
LTTS,3349.5,-1.93,3341.2,3453.6,3316.82,3357.78,3468.73,3679.13,0.0
SONATSOFTW,309.8,0.76,305.0,313.95,291.74,281.92,283.26,305.53,0.0
INDGN,509.1,-0.35,504.4,512.9,510.19,510.2,507.28,512.73,0.0
PFIZER,4577.9,0.24,4545.0,4590.0,4590.97,4605.42,4682.27,4818.92,0.0
LATENTVIEW,310.7,2.25,301.05,312.85,298.49,301.34,317.59,349.42,0.0
VMM,111.21,0.8,109.8,112.5,115.75,117.51,119.44,124.12,0.0
AIAENG,4657.5,0.22,4622.0,4710.0,4718.93,4532.45,4286.87,4010.18,0.0
DIXON,14589.0,1.81,14165.0,14614.0,13211.95,12398.02,12082.18,12631.38,0.0
CASTROLIND,184.27,-0.1,183.65,184.69,184.23,184.07,184.8,189.19,0.0
NUVOCO,345.9,-0.82,343.95,359.1,329.84,321.97,323.81,339.54,0.0
NTPCGREEN,91.98,0.01,91.2,93.9,94.47,97.36,98.36,99.13,0.0
FIRSTCRY,210.84,-0.35,209.83,212.53,215.41,221.24,233.26,260.7,0.0
TRAVELFOOD,1304.2,0.82,1281.3,1316.8,1307.83,1281.71,1256.5,1235.91,0.0
TORNTPOWER,1433.3,3.08,1391.5,1447.0,1421.33,1444.1,1450.58,1426.94,0.0
SAMMAANCAP,163.75,0.08,162.85,164.85,167.2,165.69,160.59,154.86,0.0
PETRONET,275.05,0.46,271.0,277.0,277.41,277.27,277.83,280.6,0.0
SOBHA,1455.7,-0.43,1450.3,1470.0,1451.86,1419.34,1412.48,1446.45,0.0
BLS,235.85,0.06,233.1,236.9,244.92,255.12,266.1,286.91,0.0
MAXHEALTH,1102.4,1.15,1088.6,1107.1,1096.96,1068.64,1054.04,1070.78,0.0
TRITURBINE,614.2,-0.17,612.25,623.7,638.25,634.97,604.99,583.65,0.0
CEATLTD,3407.3,-4.02,3393.0,3585.0,3653.36,3545.01,3531.74,3562.45,0.0
UTIAMC,929.85,-1.09,928.0,940.1,960.1,958.95,983.36,1061.99,0.0
HINDUNILVR,2139.7,-0.19,2128.4,2153.8,2149.53,2172.14,2209.89,2277.11,0.0
STARHEALTH,581.2,-0.3,577.05,592.45,583.22,557.7,530.02,502.78,0.0
RELIANCE,1323.1,-0.31,1314.9,1345.9,1306.45,1321.28,1349.53,1382.03,0.0
DABUR,426.5,-0.16,424.1,430.95,434.25,438.0,449.48,468.06,0.0
JBMA,670.8,0.07,661.5,672.9,682.58,669.34,647.13,633.23,0.0
NBCC,98.11,0.88,96.42,98.3,100.48,100.42,99.66,101.65,0.0
TATAINVEST,662.0,-0.05,657.5,664.85,671.39,672.51,674.39,682.76,0.0
IGIL,342.15,-1.21,341.05,346.35,350.54,352.1,348.45,348.6,0.0
TARIL,333.6,0.33,320.85,334.55,335.92,327.89,322.19,341.62,0.0
WIPRO,176.38,0.22,175.85,177.8,176.98,183.86,194.97,211.56,0.0
AIIL,551.95,-3.34,548.0,564.4,523.19,510.92,508.05,521.93,0.0
ASAHIINDIA,889.85,0.98,866.6,895.7,888.97,879.02,880.91,886.26,0.0
NEWGEN,559.45,2.17,541.25,570.0,514.24,495.84,519.27,602.68,0.0
AEGISVOPAK,281.02,3.61,270.52,282.5,263.53,239.46,227.74,231.73,0.0
CPPLUS,3565.9,-1.34,3535.0,3661.0,3579.15,3256.4,2792.08,2276.04,0.0
IDEA,13.51,-1.67,13.42,13.78,14.01,13.58,12.62,11.38,0.0
BAJAJFINSV,1861.5,0.4,1838.8,1871.6,1840.24,1810.59,1826.41,1880.88,0.0
ICICIPRULI,498.4,0.25,494.35,502.35,499.68,507.0,531.21,563.24,0.0
CROMPTON,262.1,2.18,254.8,266.95,264.97,267.75,267.2,273.64,0.0
PVRINOX,1019.25,2.0,998.0,1024.0,995.65,990.13,997.03,1013.57,0.0
ITI,281.8,-0.95,280.05,284.1,291.52,293.62,292.98,295.74,0.0
LINDEINDIA,6996.5,-1.66,6983.0,7130.5,7096.68,7113.07,7012.38,6822.3,0.0
SWANCORP,311.45,0.29,308.2,317.25,316.93,322.08,339.46,374.51,0.0
INDUSTOWER,402.0,-0.37,401.4,407.75,401.65,408.38,413.76,412.34,0.0
ITC,282.7,0.71,279.5,283.7,283.84,289.88,302.52,328.21,0.0
HDFCAMC,2644.9,-0.24,2603.0,2659.0,2683.47,2665.32,2653.14,2668.36,0.0
MARUTI,13514.0,-2.09,13377.0,13832.0,13755.88,13630.88,13763.56,13969.84,0.0
TECHNOE,1013.6,-1.98,1008.0,1030.0,1056.15,1086.89,1113.42,1171.82,0.0
HDFCBANK,777.6,-5.12,774.55,790.0,802.75,794.62,812.69,858.08,0.0
LTFOODS,385.35,0.63,381.0,386.45,383.33,387.92,393.56,406.55,0.0
SBILIFE,1824.5,-0.27,1803.4,1835.0,1815.29,1819.28,1850.37,1874.32,0.0
DALBHARAT,1847.8,1.35,1811.4,1859.4,1771.55,1775.25,1835.8,1940.89,0.0
KARURVYSYA,301.0,-2.84,296.15,312.5,299.86,295.53,290.57,277.91,0.0
SPLPETRO,705.35,1.65,685.0,744.0,718.29,715.57,707.8,710.52,0.0
PERSISTENT,5188.7,0.09,5166.0,5238.0,4951.61,4950.91,5076.33,5282.01,0.0
DLF,668.6,0.12,654.15,669.8,650.3,626.34,621.57,651.47,0.0
ABLBL,95.36,0.51,94.22,95.9,96.73,98.72,102.58,111.66,0.0
INFY,1087.1,-0.86,1083.2,1103.8,1078.67,1118.66,1197.42,1305.99,0.0
INDIANB,858.5,3.14,830.55,861.4,828.97,838.45,847.02,827.83,0.0
INDIAMART,1932.9,1.19,1893.4,1955.0,1941.19,1982.39,2043.95,2155.17,0.0
APTUS,305.45,-0.46,304.15,308.85,286.44,274.03,267.76,275.86,0.0
PNB,111.76,5.66,107.4,111.95,106.28,107.04,109.41,111.88,0.0
BEL,408.15,-0.32,406.1,409.5,412.3,416.6,420.02,418.22,0.0
UPL,606.05,-1.71,605.0,613.85,601.57,612.93,633.6,660.6,0.0
